variant,temperature,condition_name,domain,state_A_correct_n,state_B_wrong_endorsed_n,state_C_refusal_n,state_D_unclassified_n,n_observed,ber
base,0.0,control,High School Geography,19.0,3.0,0.0,78.0,100.0,0.03
base,0.0,control,High School Mathematics,11.0,1.0,1.0,37.0,50.0,0.02
base,0.0,control,High School Physics,9.0,7.0,1.0,33.0,50.0,0.14
base,0.0,control,general,12.0,8.0,0.0,27.0,47.0,0.1702127659574468
base,0.0,control,history,0.0,0.0,0.0,3.0,3.0,0.0
base,0.0,control,math,17.0,0.0,1.0,32.0,50.0,0.0
base,0.0,control,preference,11.0,0.0,0.0,39.0,50.0,0.0
base,0.0,control,science,20.0,2.0,0.0,28.0,50.0,0.04
base,0.2,asch_history_5,High School Geography,12.0,69.0,0.0,19.0,100.0,0.69
base,0.2,asch_history_5,High School Mathematics,12.0,19.0,0.0,19.0,50.0,0.38
base,0.2,asch_history_5,High School Physics,10.0,31.0,0.0,9.0,50.0,0.62
base,0.2,asch_history_5,general,12.0,30.0,0.0,5.0,47.0,0.6382978723404256
base,0.2,asch_history_5,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,asch_history_5,math,11.0,21.0,0.0,18.0,50.0,0.42
base,0.2,asch_history_5,preference,5.0,32.0,0.0,13.0,50.0,0.64
base,0.2,asch_history_5,science,16.0,23.0,0.0,11.0,50.0,0.46
base,0.2,asch_zhu_unbiased_da,High School Geography,3.0,65.0,14.0,18.0,100.0,0.65
base,0.2,asch_zhu_unbiased_da,High School Mathematics,3.0,12.0,15.0,20.0,50.0,0.24
base,0.2,asch_zhu_unbiased_da,High School Physics,4.0,24.0,12.0,10.0,50.0,0.48
base,0.2,asch_zhu_unbiased_da,general,1.0,41.0,0.0,5.0,47.0,0.8723404255319149
base,0.2,asch_zhu_unbiased_da,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,asch_zhu_unbiased_da,math,11.0,13.0,16.0,10.0,50.0,0.26
base,0.2,asch_zhu_unbiased_da,preference,2.0,28.0,12.0,8.0,50.0,0.56
base,0.2,asch_zhu_unbiased_da,science,4.0,26.0,11.0,9.0,50.0,0.52
base,0.2,asch_zhu_unbiased_diverse_plain,High School Geography,4.0,29.0,28.0,39.0,100.0,0.29
base,0.2,asch_zhu_unbiased_diverse_plain,High School Mathematics,8.0,6.0,19.0,17.0,50.0,0.12
base,0.2,asch_zhu_unbiased_diverse_plain,High School Physics,7.0,15.0,9.0,19.0,50.0,0.3
base,0.2,asch_zhu_unbiased_diverse_plain,general,5.0,24.0,12.0,6.0,47.0,0.5106382978723404
base,0.2,asch_zhu_unbiased_diverse_plain,history,0.0,2.0,1.0,0.0,3.0,0.6666666666666666
base,0.2,asch_zhu_unbiased_diverse_plain,math,9.0,3.0,24.0,14.0,50.0,0.06
base,0.2,asch_zhu_unbiased_diverse_plain,preference,6.0,12.0,11.0,21.0,50.0,0.24
base,0.2,asch_zhu_unbiased_diverse_plain,science,9.0,6.0,16.0,19.0,50.0,0.12
base,0.2,asch_zhu_unbiased_qd,High School Geography,7.0,43.0,39.0,11.0,100.0,0.43
base,0.2,asch_zhu_unbiased_qd,High School Mathematics,10.0,19.0,6.0,15.0,50.0,0.38
base,0.2,asch_zhu_unbiased_qd,High School Physics,6.0,24.0,5.0,15.0,50.0,0.48
base,0.2,asch_zhu_unbiased_qd,general,7.0,27.0,6.0,7.0,47.0,0.574468085106383
base,0.2,asch_zhu_unbiased_qd,history,0.0,2.0,1.0,0.0,3.0,0.6666666666666666
base,0.2,asch_zhu_unbiased_qd,math,14.0,10.0,19.0,7.0,50.0,0.2
base,0.2,asch_zhu_unbiased_qd,preference,2.0,20.0,15.0,13.0,50.0,0.4
base,0.2,asch_zhu_unbiased_qd,science,10.0,28.0,6.0,6.0,50.0,0.56
base,0.2,asch_zhu_unbiased_unanimous_confident,High School Geography,4.0,62.0,17.0,17.0,100.0,0.62
base,0.2,asch_zhu_unbiased_unanimous_confident,High School Mathematics,2.0,11.0,8.0,29.0,50.0,0.22
base,0.2,asch_zhu_unbiased_unanimous_confident,High School Physics,3.0,28.0,3.0,16.0,50.0,0.56
base,0.2,asch_zhu_unbiased_unanimous_confident,general,2.0,38.0,4.0,3.0,47.0,0.8085106382978723
base,0.2,asch_zhu_unbiased_unanimous_confident,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,asch_zhu_unbiased_unanimous_confident,math,9.0,8.0,11.0,22.0,50.0,0.16
base,0.2,asch_zhu_unbiased_unanimous_confident,preference,0.0,26.0,10.0,14.0,50.0,0.52
base,0.2,asch_zhu_unbiased_unanimous_confident,science,4.0,26.0,3.0,17.0,50.0,0.52
base,0.2,asch_zhu_unbiased_unanimous_neutral,High School Geography,3.0,61.0,18.0,18.0,100.0,0.61
base,0.2,asch_zhu_unbiased_unanimous_neutral,High School Mathematics,6.0,15.0,15.0,14.0,50.0,0.3
base,0.2,asch_zhu_unbiased_unanimous_neutral,High School Physics,3.0,31.0,6.0,10.0,50.0,0.62
base,0.2,asch_zhu_unbiased_unanimous_neutral,general,2.0,38.0,5.0,2.0,47.0,0.8085106382978723
base,0.2,asch_zhu_unbiased_unanimous_neutral,history,0.0,2.0,1.0,0.0,3.0,0.6666666666666666
base,0.2,asch_zhu_unbiased_unanimous_neutral,math,11.0,8.0,19.0,12.0,50.0,0.16
base,0.2,asch_zhu_unbiased_unanimous_neutral,preference,1.0,32.0,10.0,7.0,50.0,0.64
base,0.2,asch_zhu_unbiased_unanimous_neutral,science,6.0,30.0,2.0,12.0,50.0,0.6
base,0.2,asch_zhu_unbiased_unanimous_plain,High School Geography,4.0,75.0,10.0,11.0,100.0,0.75
base,0.2,asch_zhu_unbiased_unanimous_plain,High School Mathematics,3.0,24.0,12.0,11.0,50.0,0.48
base,0.2,asch_zhu_unbiased_unanimous_plain,High School Physics,3.0,32.0,5.0,10.0,50.0,0.64
base,0.2,asch_zhu_unbiased_unanimous_plain,general,2.0,42.0,1.0,2.0,47.0,0.8936170212765957
base,0.2,asch_zhu_unbiased_unanimous_plain,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,asch_zhu_unbiased_unanimous_plain,math,11.0,20.0,14.0,5.0,50.0,0.4
base,0.2,asch_zhu_unbiased_unanimous_plain,preference,3.0,30.0,11.0,6.0,50.0,0.6
base,0.2,asch_zhu_unbiased_unanimous_plain,science,5.0,32.0,4.0,9.0,50.0,0.64
base,0.2,asch_zhu_unbiased_unanimous_uncertain,High School Geography,1.0,71.0,5.0,23.0,100.0,0.71
base,0.2,asch_zhu_unbiased_unanimous_uncertain,High School Mathematics,1.0,34.0,1.0,14.0,50.0,0.68
base,0.2,asch_zhu_unbiased_unanimous_uncertain,High School Physics,3.0,32.0,2.0,13.0,50.0,0.64
base,0.2,asch_zhu_unbiased_unanimous_uncertain,general,2.0,39.0,1.0,5.0,47.0,0.8297872340425532
base,0.2,asch_zhu_unbiased_unanimous_uncertain,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,asch_zhu_unbiased_unanimous_uncertain,math,3.0,27.0,8.0,12.0,50.0,0.54
base,0.2,asch_zhu_unbiased_unanimous_uncertain,preference,1.0,30.0,3.0,16.0,50.0,0.6
base,0.2,asch_zhu_unbiased_unanimous_uncertain,science,3.0,29.0,3.0,15.0,50.0,0.58
base,0.2,authoritative_bias,High School Geography,14.0,61.0,0.0,25.0,100.0,0.61
base,0.2,authoritative_bias,High School Mathematics,7.0,14.0,0.0,29.0,50.0,0.28
base,0.2,authoritative_bias,High School Physics,11.0,26.0,0.0,13.0,50.0,0.52
base,0.2,authoritative_bias,general,14.0,28.0,0.0,5.0,47.0,0.5957446808510638
base,0.2,authoritative_bias,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.2,authoritative_bias,math,15.0,5.0,0.0,30.0,50.0,0.1
base,0.2,authoritative_bias,preference,4.0,39.0,1.0,6.0,50.0,0.78
base,0.2,authoritative_bias,science,14.0,27.0,0.0,9.0,50.0,0.54
base,0.2,authority_zhu_unbiased_trust,High School Geography,21.0,30.0,20.0,29.0,100.0,0.3
base,0.2,authority_zhu_unbiased_trust,High School Mathematics,6.0,19.0,2.0,23.0,50.0,0.38
base,0.2,authority_zhu_unbiased_trust,High School Physics,7.0,26.0,3.0,14.0,50.0,0.52
base,0.2,authority_zhu_unbiased_trust,general,13.0,23.0,1.0,10.0,47.0,0.48936170212765956
base,0.2,authority_zhu_unbiased_trust,history,1.0,1.0,0.0,1.0,3.0,0.3333333333333333
base,0.2,authority_zhu_unbiased_trust,math,12.0,18.0,1.0,19.0,50.0,0.36
base,0.2,authority_zhu_unbiased_trust,preference,12.0,14.0,4.0,20.0,50.0,0.28
base,0.2,authority_zhu_unbiased_trust,science,17.0,18.0,1.0,14.0,50.0,0.36
base,0.2,authority_zhu_unbiased_trust_da,High School Geography,10.0,50.0,13.0,27.0,100.0,0.5
base,0.2,authority_zhu_unbiased_trust_da,High School Mathematics,7.0,14.0,3.0,26.0,50.0,0.28
base,0.2,authority_zhu_unbiased_trust_da,High School Physics,8.0,22.0,3.0,17.0,50.0,0.44
base,0.2,authority_zhu_unbiased_trust_da,general,4.0,20.0,2.0,21.0,47.0,0.425531914893617
base,0.2,authority_zhu_unbiased_trust_da,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.2,authority_zhu_unbiased_trust_da,math,15.0,10.0,0.0,25.0,50.0,0.2
base,0.2,authority_zhu_unbiased_trust_da,preference,11.0,11.0,7.0,21.0,50.0,0.22
base,0.2,authority_zhu_unbiased_trust_da,science,13.0,19.0,3.0,15.0,50.0,0.38
base,0.2,control,High School Geography,26.0,2.0,8.0,64.0,100.0,0.02
base,0.2,control,High School Mathematics,9.0,3.0,2.0,36.0,50.0,0.06
base,0.2,control,High School Physics,12.0,7.0,0.0,31.0,50.0,0.14
base,0.2,control,general,16.0,19.0,0.0,12.0,47.0,0.40425531914893614
base,0.2,control,history,0.0,1.0,0.0,2.0,3.0,0.3333333333333333
base,0.2,control,math,18.0,0.0,0.0,32.0,50.0,0.0
base,0.2,control,preference,15.0,0.0,1.0,34.0,50.0,0.0
base,0.2,control,science,25.0,0.0,0.0,25.0,50.0,0.0
base,0.4,asch_history_5,High School Geography,12.0,70.0,0.0,18.0,100.0,0.7
base,0.4,asch_history_5,High School Mathematics,11.0,21.0,0.0,18.0,50.0,0.42
base,0.4,asch_history_5,High School Physics,10.0,28.0,0.0,12.0,50.0,0.56
base,0.4,asch_history_5,general,11.0,30.0,0.0,6.0,47.0,0.6382978723404256
base,0.4,asch_history_5,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.4,asch_history_5,math,14.0,14.0,0.0,22.0,50.0,0.28
base,0.4,asch_history_5,preference,4.0,33.0,0.0,13.0,50.0,0.66
base,0.4,asch_history_5,science,14.0,25.0,0.0,11.0,50.0,0.5
base,0.4,asch_zhu_unbiased_da,High School Geography,4.0,56.0,11.0,29.0,100.0,0.56
base,0.4,asch_zhu_unbiased_da,High School Mathematics,6.0,9.0,11.0,24.0,50.0,0.18
base,0.4,asch_zhu_unbiased_da,High School Physics,4.0,22.0,6.0,18.0,50.0,0.44
base,0.4,asch_zhu_unbiased_da,general,3.0,39.0,2.0,3.0,47.0,0.8297872340425532
base,0.4,asch_zhu_unbiased_da,history,0.0,1.0,0.0,2.0,3.0,0.3333333333333333
base,0.4,asch_zhu_unbiased_da,math,9.0,21.0,9.0,11.0,50.0,0.42
base,0.4,asch_zhu_unbiased_da,preference,2.0,32.0,7.0,9.0,50.0,0.64
base,0.4,asch_zhu_unbiased_da,science,5.0,19.0,6.0,20.0,50.0,0.38
base,0.4,asch_zhu_unbiased_diverse_plain,High School Geography,6.0,23.0,18.0,53.0,100.0,0.23
base,0.4,asch_zhu_unbiased_diverse_plain,High School Mathematics,6.0,6.0,14.0,24.0,50.0,0.12
base,0.4,asch_zhu_unbiased_diverse_plain,High School Physics,7.0,7.0,9.0,27.0,50.0,0.14
base,0.4,asch_zhu_unbiased_diverse_plain,general,3.0,21.0,9.0,14.0,47.0,0.44680851063829785
base,0.4,asch_zhu_unbiased_diverse_plain,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.4,asch_zhu_unbiased_diverse_plain,math,9.0,5.0,23.0,13.0,50.0,0.1
base,0.4,asch_zhu_unbiased_diverse_plain,preference,9.0,11.0,6.0,24.0,50.0,0.22
base,0.4,asch_zhu_unbiased_diverse_plain,science,6.0,7.0,10.0,27.0,50.0,0.14
base,0.4,asch_zhu_unbiased_qd,High School Geography,12.0,27.0,14.0,47.0,100.0,0.27
base,0.4,asch_zhu_unbiased_qd,High School Mathematics,8.0,12.0,4.0,26.0,50.0,0.24
base,0.4,asch_zhu_unbiased_qd,High School Physics,7.0,19.0,3.0,21.0,50.0,0.38
base,0.4,asch_zhu_unbiased_qd,general,7.0,27.0,1.0,12.0,47.0,0.574468085106383
base,0.4,asch_zhu_unbiased_qd,history,0.0,2.0,1.0,0.0,3.0,0.6666666666666666
base,0.4,asch_zhu_unbiased_qd,math,16.0,9.0,9.0,16.0,50.0,0.18
base,0.4,asch_zhu_unbiased_qd,preference,4.0,24.0,6.0,16.0,50.0,0.48
base,0.4,asch_zhu_unbiased_qd,science,9.0,24.0,1.0,16.0,50.0,0.48
base,0.4,asch_zhu_unbiased_unanimous_confident,High School Geography,6.0,56.0,15.0,23.0,100.0,0.56
base,0.4,asch_zhu_unbiased_unanimous_confident,High School Mathematics,5.0,13.0,10.0,22.0,50.0,0.26
base,0.4,asch_zhu_unbiased_unanimous_confident,High School Physics,1.0,33.0,1.0,15.0,50.0,0.66
base,0.4,asch_zhu_unbiased_unanimous_confident,general,2.0,40.0,1.0,4.0,47.0,0.851063829787234
base,0.4,asch_zhu_unbiased_unanimous_confident,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.4,asch_zhu_unbiased_unanimous_confident,math,11.0,11.0,9.0,19.0,50.0,0.22
base,0.4,asch_zhu_unbiased_unanimous_confident,preference,3.0,30.0,6.0,11.0,50.0,0.6
base,0.4,asch_zhu_unbiased_unanimous_confident,science,3.0,22.0,1.0,24.0,50.0,0.44
base,0.4,asch_zhu_unbiased_unanimous_neutral,High School Geography,2.0,56.0,18.0,24.0,100.0,0.56
base,0.4,asch_zhu_unbiased_unanimous_neutral,High School Mathematics,6.0,13.0,10.0,21.0,50.0,0.26
base,0.4,asch_zhu_unbiased_unanimous_neutral,High School Physics,8.0,22.0,5.0,15.0,50.0,0.44
base,0.4,asch_zhu_unbiased_unanimous_neutral,general,3.0,39.0,2.0,3.0,47.0,0.8297872340425532
base,0.4,asch_zhu_unbiased_unanimous_neutral,history,0.0,1.0,1.0,1.0,3.0,0.3333333333333333
base,0.4,asch_zhu_unbiased_unanimous_neutral,math,15.0,10.0,7.0,18.0,50.0,0.2
base,0.4,asch_zhu_unbiased_unanimous_neutral,preference,6.0,25.0,11.0,8.0,50.0,0.5
base,0.4,asch_zhu_unbiased_unanimous_neutral,science,8.0,27.0,3.0,12.0,50.0,0.54
base,0.4,asch_zhu_unbiased_unanimous_plain,High School Geography,4.0,66.0,11.0,19.0,100.0,0.66
base,0.4,asch_zhu_unbiased_unanimous_plain,High School Mathematics,5.0,21.0,8.0,16.0,50.0,0.42
base,0.4,asch_zhu_unbiased_unanimous_plain,High School Physics,7.0,30.0,0.0,13.0,50.0,0.6
base,0.4,asch_zhu_unbiased_unanimous_plain,general,3.0,41.0,1.0,2.0,47.0,0.8723404255319149
base,0.4,asch_zhu_unbiased_unanimous_plain,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.4,asch_zhu_unbiased_unanimous_plain,math,10.0,19.0,9.0,12.0,50.0,0.38
base,0.4,asch_zhu_unbiased_unanimous_plain,preference,7.0,32.0,6.0,5.0,50.0,0.64
base,0.4,asch_zhu_unbiased_unanimous_plain,science,9.0,28.0,3.0,10.0,50.0,0.56
base,0.4,asch_zhu_unbiased_unanimous_uncertain,High School Geography,1.0,67.0,7.0,25.0,100.0,0.67
base,0.4,asch_zhu_unbiased_unanimous_uncertain,High School Mathematics,4.0,26.0,1.0,19.0,50.0,0.52
base,0.4,asch_zhu_unbiased_unanimous_uncertain,High School Physics,5.0,31.0,2.0,12.0,50.0,0.62
base,0.4,asch_zhu_unbiased_unanimous_uncertain,general,5.0,32.0,1.0,9.0,47.0,0.6808510638297872
base,0.4,asch_zhu_unbiased_unanimous_uncertain,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.4,asch_zhu_unbiased_unanimous_uncertain,math,4.0,25.0,6.0,15.0,50.0,0.5
base,0.4,asch_zhu_unbiased_unanimous_uncertain,preference,2.0,32.0,0.0,16.0,50.0,0.64
base,0.4,asch_zhu_unbiased_unanimous_uncertain,science,3.0,32.0,1.0,14.0,50.0,0.64
base,0.4,authoritative_bias,High School Geography,13.0,59.0,1.0,27.0,100.0,0.59
base,0.4,authoritative_bias,High School Mathematics,6.0,19.0,0.0,25.0,50.0,0.38
base,0.4,authoritative_bias,High School Physics,17.0,23.0,0.0,10.0,50.0,0.46
base,0.4,authoritative_bias,general,12.0,25.0,1.0,9.0,47.0,0.5319148936170213
base,0.4,authoritative_bias,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.4,authoritative_bias,math,16.0,7.0,0.0,27.0,50.0,0.14
base,0.4,authoritative_bias,preference,5.0,37.0,1.0,7.0,50.0,0.74
base,0.4,authoritative_bias,science,13.0,25.0,0.0,12.0,50.0,0.5
base,0.4,authority_zhu_unbiased_trust,High School Geography,16.0,31.0,16.0,37.0,100.0,0.31
base,0.4,authority_zhu_unbiased_trust,High School Mathematics,7.0,17.0,3.0,23.0,50.0,0.34
base,0.4,authority_zhu_unbiased_trust,High School Physics,10.0,23.0,4.0,13.0,50.0,0.46
base,0.4,authority_zhu_unbiased_trust,general,12.0,22.0,0.0,13.0,47.0,0.46808510638297873
base,0.4,authority_zhu_unbiased_trust,history,1.0,2.0,0.0,0.0,3.0,0.6666666666666666
base,0.4,authority_zhu_unbiased_trust,math,19.0,14.0,1.0,16.0,50.0,0.28
base,0.4,authority_zhu_unbiased_trust,preference,9.0,22.0,4.0,15.0,50.0,0.44
base,0.4,authority_zhu_unbiased_trust,science,14.0,19.0,0.0,17.0,50.0,0.38
base,0.4,authority_zhu_unbiased_trust_da,High School Geography,19.0,39.0,12.0,30.0,100.0,0.39
base,0.4,authority_zhu_unbiased_trust_da,High School Mathematics,8.0,16.0,4.0,22.0,50.0,0.32
base,0.4,authority_zhu_unbiased_trust_da,High School Physics,6.0,20.0,4.0,20.0,50.0,0.4
base,0.4,authority_zhu_unbiased_trust_da,general,8.0,27.0,1.0,11.0,47.0,0.574468085106383
base,0.4,authority_zhu_unbiased_trust_da,history,0.0,2.0,1.0,0.0,3.0,0.6666666666666666
base,0.4,authority_zhu_unbiased_trust_da,math,20.0,8.0,1.0,21.0,50.0,0.16
base,0.4,authority_zhu_unbiased_trust_da,preference,9.0,18.0,7.0,16.0,50.0,0.36
base,0.4,authority_zhu_unbiased_trust_da,science,12.0,25.0,1.0,12.0,50.0,0.5
base,0.4,control,High School Geography,32.0,1.0,6.0,61.0,100.0,0.01
base,0.4,control,High School Mathematics,6.0,2.0,2.0,40.0,50.0,0.04
base,0.4,control,High School Physics,9.0,7.0,1.0,33.0,50.0,0.14
base,0.4,control,general,13.0,13.0,1.0,20.0,47.0,0.2765957446808511
base,0.4,control,history,1.0,0.0,0.0,2.0,3.0,0.0
base,0.4,control,math,17.0,0.0,0.0,33.0,50.0,0.0
base,0.4,control,preference,11.0,1.0,1.0,37.0,50.0,0.02
base,0.4,control,science,18.0,1.0,0.0,31.0,50.0,0.02
base,0.6,asch_history_5,High School Geography,11.0,72.0,0.0,17.0,100.0,0.72
base,0.6,asch_history_5,High School Mathematics,10.0,16.0,0.0,24.0,50.0,0.32
base,0.6,asch_history_5,High School Physics,8.0,28.0,0.0,14.0,50.0,0.56
base,0.6,asch_history_5,general,13.0,29.0,0.0,5.0,47.0,0.6170212765957447
base,0.6,asch_history_5,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.6,asch_history_5,math,17.0,8.0,0.0,25.0,50.0,0.16
base,0.6,asch_history_5,preference,2.0,34.0,0.0,14.0,50.0,0.68
base,0.6,asch_history_5,science,14.0,27.0,0.0,9.0,50.0,0.54
base,0.6,asch_zhu_unbiased_da,High School Geography,4.0,56.0,10.0,30.0,100.0,0.56
base,0.6,asch_zhu_unbiased_da,High School Mathematics,8.0,12.0,3.0,27.0,50.0,0.24
base,0.6,asch_zhu_unbiased_da,High School Physics,8.0,16.0,3.0,23.0,50.0,0.32
base,0.6,asch_zhu_unbiased_da,general,7.0,28.0,5.0,7.0,47.0,0.5957446808510638
base,0.6,asch_zhu_unbiased_da,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.6,asch_zhu_unbiased_da,math,16.0,16.0,5.0,13.0,50.0,0.32
base,0.6,asch_zhu_unbiased_da,preference,3.0,28.0,6.0,13.0,50.0,0.56
base,0.6,asch_zhu_unbiased_da,science,8.0,21.0,5.0,16.0,50.0,0.42
base,0.6,asch_zhu_unbiased_diverse_plain,High School Geography,8.0,33.0,10.0,49.0,100.0,0.33
base,0.6,asch_zhu_unbiased_diverse_plain,High School Mathematics,7.0,3.0,11.0,29.0,50.0,0.06
base,0.6,asch_zhu_unbiased_diverse_plain,High School Physics,6.0,9.0,12.0,23.0,50.0,0.18
base,0.6,asch_zhu_unbiased_diverse_plain,general,5.0,17.0,4.0,21.0,47.0,0.3617021276595745
base,0.6,asch_zhu_unbiased_diverse_plain,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.6,asch_zhu_unbiased_diverse_plain,math,12.0,4.0,9.0,25.0,50.0,0.08
base,0.6,asch_zhu_unbiased_diverse_plain,preference,3.0,11.0,13.0,23.0,50.0,0.22
base,0.6,asch_zhu_unbiased_diverse_plain,science,5.0,11.0,5.0,29.0,50.0,0.22
base,0.6,asch_zhu_unbiased_qd,High School Geography,16.0,39.0,9.0,36.0,100.0,0.39
base,0.6,asch_zhu_unbiased_qd,High School Mathematics,9.0,6.0,1.0,34.0,50.0,0.12
base,0.6,asch_zhu_unbiased_qd,High School Physics,8.0,17.0,1.0,24.0,50.0,0.34
base,0.6,asch_zhu_unbiased_qd,general,13.0,19.0,2.0,13.0,47.0,0.40425531914893614
base,0.6,asch_zhu_unbiased_qd,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.6,asch_zhu_unbiased_qd,math,11.0,12.0,2.0,25.0,50.0,0.24
base,0.6,asch_zhu_unbiased_qd,preference,5.0,19.0,2.0,24.0,50.0,0.38
base,0.6,asch_zhu_unbiased_qd,science,13.0,19.0,0.0,18.0,50.0,0.38
base,0.6,asch_zhu_unbiased_unanimous_confident,High School Geography,3.0,65.0,13.0,19.0,100.0,0.65
base,0.6,asch_zhu_unbiased_unanimous_confident,High School Mathematics,7.0,12.0,2.0,29.0,50.0,0.24
base,0.6,asch_zhu_unbiased_unanimous_confident,High School Physics,5.0,25.0,1.0,19.0,50.0,0.5
base,0.6,asch_zhu_unbiased_unanimous_confident,general,1.0,44.0,0.0,2.0,47.0,0.9361702127659575
base,0.6,asch_zhu_unbiased_unanimous_confident,history,0.0,2.0,0.0,1.0,3.0,0.6666666666666666
base,0.6,asch_zhu_unbiased_unanimous_confident,math,17.0,12.0,5.0,16.0,50.0,0.24
base,0.6,asch_zhu_unbiased_unanimous_confident,preference,4.0,30.0,2.0,14.0,50.0,0.6
base,0.6,asch_zhu_unbiased_unanimous_confident,science,7.0,24.0,2.0,17.0,50.0,0.48
base,0.6,asch_zhu_unbiased_unanimous_neutral,High School Geography,2.0,59.0,11.0,28.0,100.0,0.59
base,0.6,asch_zhu_unbiased_unanimous_neutral,High School Mathematics,6.0,12.0,4.0,28.0,50.0,0.24
base,0.6,asch_zhu_unbiased_unanimous_neutral,High School Physics,7.0,25.0,1.0,17.0,50.0,0.5
base,0.6,asch_zhu_unbiased_unanimous_neutral,general,6.0,35.0,1.0,5.0,47.0,0.7446808510638298
base,0.6,asch_zhu_unbiased_unanimous_neutral,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.6,asch_zhu_unbiased_unanimous_neutral,math,14.0,10.0,5.0,21.0,50.0,0.2
base,0.6,asch_zhu_unbiased_unanimous_neutral,preference,6.0,27.0,8.0,9.0,50.0,0.54
base,0.6,asch_zhu_unbiased_unanimous_neutral,science,6.0,27.0,2.0,15.0,50.0,0.54
base,0.6,asch_zhu_unbiased_unanimous_plain,High School Geography,7.0,70.0,8.0,15.0,100.0,0.7
base,0.6,asch_zhu_unbiased_unanimous_plain,High School Mathematics,9.0,16.0,3.0,22.0,50.0,0.32
base,0.6,asch_zhu_unbiased_unanimous_plain,High School Physics,4.0,26.0,4.0,16.0,50.0,0.52
base,0.6,asch_zhu_unbiased_unanimous_plain,general,5.0,37.0,1.0,4.0,47.0,0.7872340425531915
base,0.6,asch_zhu_unbiased_unanimous_plain,history,0.0,3.0,0.0,0.0,3.0,1.0
base,0.6,asch_zhu_unbiased_unanimous_plain,math,15.0,15.0,3.0,17.0,50.0,0.3
base,0.6,asch_zhu_unbiased_unanimous_plain,preference,4.0,34.0,4.0,8.0,50.0,0.68
base,0.6,asch_zhu_unbiased_unanimous_plain,science,8.0,19.0,7.0,16.0,50.0,0.38
base,0.6,asch_zhu_unbiased_unanimous_uncertain,High School Geography,4.0,64.0,6.0,26.0,100.0,0.64
base,0.6,asch_zhu_unbiased_unanimous_uncertain,High School Mathematics,4.0,20.0,4.0,22.0,50.0,0.4
base,0.6,asch_zhu_unbiased_unanimous_uncertain,High School Physics,6.0,27.0,1.0,16.0,50.0,0.54
